video_id,trending_date,title,channel_title,category_id,views,likes,dislikes,comment_count
FEvNNKstY1c,17.30.12,"Tech Talks #385 - Nokia 1, Facebook Aadhaar, Note 8 Battery, Mi 7 Fingerprint, LG Car, AirTel TV",Technical Guruji,28,237122,34070,1027,2943
Mg9NphC-Z-I,18.31.01,"India's Republic Day Parade - 26th January, 2018 - LIVE",DoordarshanNational,24,3296807,53046,3251,4974
rAH8qm5oQHg,18.14.06,Town Hall 12 Update is Here! (Clash of Clans Official),Clash of Clans,20,10531608,122553,7011,10736
k8MsKn2QPEg,18.20.01,GYM - HARF CHEEMA (Full Song) Western Pendu | Latest Punjabi Songs 2018 | Geet MP3,Geet MP3,10,866758,38403,1159,2691
3csborM_yG8,18.23.01,நடிகரை கிழித்தெடுத்த சிஷ்யை ரசிகர்கள் !  கேட்ட shock ஆயிடுவிங்க ! actor Prasanna,Connecting,24,171964,1198,204,0
u-RCkoC_It8,18.14.06,ICAI Announcement BREAKING NEWS For All CA Students | 2 More Exams added,Neeraj Arora,27,78232,4669,90,556
DoBtC-XknLU,18.12.06,Pyaar Lafzon Mein Kahan Episode 69,Pyaar Lafzon Mein Kahan,1,934375,15862,585,2525
C9dwTF1cTto,18.17.02,"Peaceful Om Namah Shivay Dhun Full Complete, ॐ नमः शिवाय धुन 1 घंटे की, ANURADHA PAUDWAL,Shiv Dhuni",T-Series Bhakti Sagar,10,484190,3371,610,365
pGilen3BJ-g,18.16.02,Relationships: 1 Month VS. 3 Years feat. Mumbiker Nikhil | Valentine’s Day Special,Rickshawali,24,709244,31509,4366,2863
S3tGLg27NtA,18.13.05,RGV's Officer Movie Trailer | Nagarjuna | RGV | Myra Sareen | Ram Gopal Varma | #OfficerTrailer,RGV,24,644106,11382,9638,1597
QEC4HkHgUb4,18.12.06,Uppum Mulakum│Flowers│EP# 622,Flowers Comedy,24,1324375,9297,1038,1932
8OwO2zyz55U,18.28.01,Medaram Jathara || Sammakka Sarakka || Full HD Song || Mangli || Mictv ||,Mictv In,24,1065449,12381,835,1005
ANN7E6yzvDc,18.10.03,शादी के बाद पवन सिंह का पहला इंटरव्यू | Pawan Singh -Akshara Singh Interview | Bindaas Bhojpuriya,Bindaas Bhojpuriya,24,189357,1447,263,136
lSQ8cvU24-w,18.26.01,Kasam - 24th January 2018 - कसम,Colors TV,24,101258,455,55,59
iNb6xRWKPHk,18.15.05,ভোটের সকালেই উত্তপ্ত ভাঙড়,News18 Bangla,25,131625,289,73,43
UVrmSi724D4,18.08.05,"Chann Di Chawaani - Ammy Virk , Mannat Noor | HARJEETA | New Songs 2018 | Lokdhun",Lokdhun Punjabi,10,1580189,38358,528,729
vn7rG7zaVkk,18.02.05,"Sembarathi - Episode 140 - April 30, 2018 - Best Scene",Zee Tamil,24,697221,1906,332,123
MRNHC9t7C0c,18.03.06,Lagira Zhala Jee - निघणार धुमधडाक्यात वरात   | 01st June 2018 | Marathi Serial Latest Update News,Manoranjan Marathi,24,127387,225,65,8
F7g8iB-iL90,18.06.01,Bigg Boss 11: Hina Khan's HAIR PULLED by Fans during the MALL task ! | FilmiBeat,FilmiBeat,24,186054,779,279,354
HHgQO_rKLHU,18.08.06,Halke Fulke Rehna Seekho - By Sandeep Maheshwari,Sandeep Maheshwari,22,908173,40470,1139,4184
6vOf29s7Ftw,18.12.01,Shrimad Bhagwat Katha || Day -7 || Kolkata ||,Shri Devkinandan Thakur Ji,22,63805,5798,223,328
SII2wYwmCZs,18.06.04,Parbhani Shahid Shubham Mustapur's Friends Reaction On His Funeral,ZEE 24 TAAS,25,193374,938,58,76
uV3t0n-HX-Q,17.31.12,2018 नया साल नया धमाका - Ritesh Pandey - NEW YEAR SPECIAL SONG - BHOJPURI SONG 2018 - Video Jukebox,Wave Music,10,629476,2843,637,324
LFxOeKDchNM,18.27.02,"Sridevi's body being brought to India from Dubai, fans gather outside her Mumbai residence",ABP NEWS,22,2224406,7462,1519,1255
UX1KAGlTl1k,18.01.05,"Yaarudi Nee Mohini - Episode 265 - April 30, 2018 - Best Scene",Zee Tamil,24,66128,283,41,20
8Abu_lCL6c0,18.21.01,RGV's GST will not spoil youth - Gayatri Gupta - TV9 Today,TV9 Today,25,205939,1211,327,764
FbyaYgx--mo,17.03.12,"Choosi Chudangane Video Song || Chalo Movie || Naga Shaurya, Rashmika Mandanna || Sagar",Aditya Music,10,346204,8624,154,513
rD15euul6jU,18.09.03,பார்த்திபன் மகள் திருமண விழாவை அதரவைத்த கொடுத்த பரிசு Thalapathy Vijay Surprise Keerthana Parthiban,Connecting,24,36522,267,40,37
SlOhSRPETNs,18.13.05,Deadpool 2 | Reload | Fox Star India | May 18,Fox Star India,24,331243,6236,177,640
RXkLgAL0HrM,18.05.01,"संभाजी भिडे ठहराए जा रहे हैं भीमा कोरेगांव हिंसा के लिए जिम्मेदार, जानिए, कौन हैं 'गुरुजी'",ABP NEWS HINDI,22,491332,2588,841,957
U0PWKkf4gow,18.27.05,Keerthy Suresh Touched Chandrababu Feet and took Blessing @Mahanati Movie Team Felicitation,Filmy Focus,24,294601,2744,274,349
j2--oxrEdw8,18.27.04,गावाकडच्या गोष्टी|प्रोमो|भाग#२५|Gavakadchya Goshti|Promo|EP#25|Marathi Web Series,Kori Pati Productions,24,58335,1843,77,89
0KVJcOTWZ_c,18.19.03,Aha Naa Pellanta | Ugadi Special Event | 18th  March 2018| Full Episode | ETV Telugu,etvteluguindia,24,2825197,29079,3249,4621
SKKetAq0r7A,17.27.12,"Taarak Mehta Ka Ooltah Chashmah - तारक मेहता - Ep 2366 - 25th December, 2017",SAB TV,24,128054,631,100,49
f6Mtsuj4z7A,18.18.04,RR & SJ WR 16th April,Wrestling Time,24,626104,6680,656,731
QX-yPEu885s,18.06.05,Gandii Baat | Official Trailer | Web series | ALTBalaji | Streaming Now,ALTBalaji,24,6327159,37901,16377,6201
LRJDzEACAD0,18.08.01,"Kumkum Bhagya - कुमकुम भाग्य - Episode 1012  - January 08, 2018 - Preview",zeetv,24,286141,944,54,24
90gVq6qC8sQ,18.10.03,Venkayyah Naidu || మోడీ ఆడిరిపడే వార్త… వెంకయ్య రాజీనామా… పైగా మోడీతోనే ఢీ|| 2day 2morrow,2Day 2Morrow,24,208813,1175,527,228
YDefO78Fv8U,18.19.03,"Kundali Bhagya - कुंडली भाग्य - Episode 178 - March 16, 2018 - Best Scene",zeetv,24,921053,3460,343,140
t3U05X9UbPA,18.05.05,Naa Peru Surya Naa Illu India Movie REVIEW by Kathi Mahesh | Allu Arjun | Anu Emmanuel | #NPSNII,Total Tollywood,24,527721,3091,3050,0
D61yPDBFnlo,18.28.03,जगण्याला पंख फुटले | Jagnyala Pankh Futle | Romantic Song With Lyrics | Baban Marathi Movie 2018,Rajshri Marathi,24,69322,527,31,32
XXODt5c2pV4,18.27.01,Hero Nani has a road accident - TV9,TV9 Telugu,25,1004333,3905,913,1127
BqW6YBJx3go,18.28.04,Chootay Maatay - GURI (Full Song) J Star | Satti Dhillon | Latest Punjabi Songs 2018 | Geet MP3,Geet MP3,10,4271709,113099,9025,11854
AnwhM6rxy_Q,18.12.03,Manpreet Toor | Tera Nakhra (feat Babbu Gurpal),Manpreet Toor,24,177123,5208,188,285
2iCyiYL2E6E,18.17.03,"Hadiya, Shafin Jahan Interview | Point Blank 14 March 2018",asianetnews,25,334352,5606,833,956
DalGQ8R1hkk,18.12.05,#BiggBossTelugu Auditions gets extended till May 15th on viewers demand.,Star Maa,24,42045,320,32,72
xIODir3Rz9s,17.19.11,AP Nandi Awards Under Chandrababu's Influence | JR NTR | Mahesh Babu | Balakrishna | indiontvnews,indiontvnews,25,139619,974,525,787
-4BScB2GHI8,18.26.02,శ్రీదేవి మొదటి భర్త శ్రీదేవికి చుక్కలు చూపించాడు | Actress Sri Devi is No More || Mr VenkatTV,Mr.VenkatTV,24,622498,1953,612,179
wRHQWlnoKTg,18.06.05,Manasu Mamata | 5th May 2018   |Full Episode No 2274| ETV Telugu,etvteluguindia,24,251351,865,273,95
XB3NN0Fy1g4,18.11.06,Main Udna Chahti Hu (Official Video) | New Hindi Songs 2018 | Latest Hindi Songs 2018 | WiFiStudy,WiFiStudy,27,1053689,25656,835,4921
xFIkEox5ZCo,18.24.03,வள்ளி | VALLI | Sun TV | Tamil | Mega Serial | Episode 1516 - 23rd March 2018,Saregama TVShows,24,106195,661,92,73
ZBM4Ok26GfY,18.14.06,भीड़ से महिला ने राहुल गांधी से क्या सवाल पूछ दिया? EXCLUSIVE| News Tak,News Tak,25,384537,4228,1913,2167
_rb5PPHVSh8,18.18.01,Fun Bucket JUNIORS | Episode 33 | Kids Funny Videos | Comedy Web Series,TeluguOne,23,19786,361,43,138
PsM0sYNj5XE,18.03.02,Touch Chesi Chudu Latest Trailer | Ravi Teja | Raashi Khanna | #TouchChesiChudu | Mango Music,Mango Music,10,111633,1339,45,38
dMNHW4IAOd0,18.12.06,Chunni | R Nait | Pavvy Dhanjal | Official Music Video | Humble Music,Humble Music,10,1897820,57086,821,2202
1Otk7YEBtec,17.08.12,"Haryanvi Webseries | ANDY KUNBA | Episode 4 : खुलगी पोल | Deepak Mor,  Sonika singh Comedy",Sonotek,10,94348,738,93,193
1vmhLprZYBg,17.01.12,Arsenal vs Huddersfield 5-0 All Goals & Highlights 29/11/2017 HD,Wrsh98,17,831373,2157,505,225
3VUwjNx7Xew,18.28.04,Interview with Abhishek Bachchan | Anupama Chopra | Manmarziyaan| Film Companion,Film Companion,24,45668,1016,54,337
wr0RTCiWqEQ,18.01.06,வாணி ராணி - VAANI RANI -  Episode 1582 - 31/5/2018,RadaanMedia,24,380346,2021,500,200
OZZ5XBoN4mU,18.01.03,"Kundali Bhagya - कुंडली भाग्य - Episode 167  - March 01, 2018 - Preview",zeetv,24,201125,742,53,44
V8bBJn3Umw8,17.21.12,Tu Aashiqui - 19th December 2017 - तू आशिकी,Colors TV,24,113796,587,28,24
Oq-FFzo7oEU,18.26.02,Weekly Rasi Phalalu February 25th - March 03rd  2018,muluguastro,22,35179,243,41,8
GOZTZxpv-bs,18.14.02,"Siddartha (2018) NEW Full Hindi Dubbed Movie | Sagar, Ragini | Telugu Movies Hindi Dubbed",RKD Digital,24,2276495,15753,1480,814
Eb6Fd3giCk0,18.04.05,"Rafta Rafta - Studio Making | Sundergarh Ra Salman Khan | Saroj Pradhan, Jagruti Mishra, Babushan",Tarang Cine Productions,24,132998,2808,188,393
G-eW1jl773w,18.26.02,GIRL GIVING FLYING KISS GONE WRONG PRANK | So Effin Cray,So Effin Cray,24,316966,10664,1482,761
06_RblMYbJo,18.07.04,चाहे किन्नर कहि भी दिखे तुरंत बोले ये 2 शब्द सारे रास्ते खुल जाएंगे आपके पास पैसे आने के,Prabhu Darshan,27,149377,1259,297,72
O5QrLnVcQXc,18.18.05,#3 How to get rid of Overthinking? By Sandeep Maheshwari I Hindi,Sandeep Maheshwari,22,419703,19184,420,2011
RWFdAgFRDfI,18.02.05,Daana Paani (Full Video) | DAANA PAANI | Amrinder Gill | Jimmy Sheirgill |Simi Chahal,Rhythm Boyz,10,339550,9585,133,553
OX-h7MtkeOI,18.03.04,O Saathi Video Song | Baaghi 2 | Tiger Shroff | Disha Patani | Arko | Ahmed Khan | Sajid Nadiadwala,T-Series,10,1655004,43143,1366,2319
SpRxKQ4qkuA,18.17.01,16 January 2018- The Hindu Editorial News Paper Analysis- [UPSC/SSC/IBPS] Current affairs,Study IQ education,27,61104,3621,74,522
mET6uxaf4zQ,18.26.05,🔴 LIVE:சத்தியம் செய்திகள் நேரலை|#SterliteProtestMay24th2018 #BlackdayThoothukudi | #SterliteProtest,Sathiyam News,25,433411,1192,198,6
C_UkQjMTscU,18.03.06,Tara Tarini | Full Ep 180 | 2nd June 2018 | Odia Serial - TarangTV,Tarang TV,24,90426,537,89,112
RKwYOrsIBlc,18.24.02,Hawabaazi Padi Bhaari | RealSHIT,RealSHIT,24,1082281,99146,3188,5384
QVtqLwl1MLU,18.17.04,Kaamuki Movie Official Trailer | Askar Ali | Aparna Balamurali | Binu S | Gopi Sundar,Gopi Sundar Music Company,24,515071,9295,534,473
EQ4NEBPU-Hw,17.30.12,I WON MOST HANDSOME 2017!,PewDiePie,24,1959696,230185,1637,16369
GMACtL6t6SY,17.27.11,Extra Jabardasth | 24th November 2017 | Full Episode | ETV Telugu,ETV Jabardasth,22,1308454,3231,839,492
zX8qgp8DvfM,18.22.03,"Saat Bhai Champa - Episode 99 - March 20, 2018 - Best Scene",zeebangla,24,422278,1038,157,54
Yo2xGjYCYjU,18.22.02,Foreigner Vs Indian | Harsh Beniwal,Harsh Beniwal,23,3207384,307825,6478,20464
UCoVXBzprOU,17.16.12,SIT | DOLLY KI SHAADI | S1 E3,Shitty Ideas Trending,24,191601,3591,120,156
wxrl4WWmwL4,18.25.03,పెదాలు ఇలా అవ్వడానికి కారణం ఏంటంటే | Actress Sri Reddy Gives Clarity On Her Lip Augmentation,Mana Stars,24,1516399,2193,1135,823
84pbZG-RMQg,17.27.11,"#Indrajith Movie Review - Gautam Karthick, Kalaipuli S Thaanu - Tamil Talkies",Tamil Talkies,24,131353,2126,848,361
b_7I7kANNgI,18.01.06,Engineering Girls | Web Series | Teaser | The Timeliners,The Timeliners,24,1023697,22275,1612,1559
yoasJ5TXoCg,18.26.05,Kasthooriman Epi 140 24-05-18 (Download & Watch Full Episode on Hotstar),Asianet,24,167920,375,96,398
XcBCP9LThtM,18.10.03,"पत्नी हसीन जहां के आरोपों पर मोहम्मद शमी ने दी सफाई, कहा- 'हसीन का मानसिक संतुलन ठीक नहीं'",ABP NEWS HINDI,25,380488,1788,540,896
2jrb73BMAGc,18.28.03,Ramcharan on Allu Arjun's naughty son! - TV9,TV9 Today,25,998020,9576,400,225
v5mckYDwxtU,18.10.05,अगले 24 घंटे में आ सकता है आंधी तूफान- मौसम विभाग,inKhabar,25,726822,2857,542,588
vzmAVbMR1FI,18.23.01,ਵੱਡੀ ਤਾਜੀ ਖ਼ਬਰ ! Kambi Rajpuria Pohncheya Apne Ghre | ਮਾਂ ਦੇ ਅੱਖਾਂ ਚੋ ਆਏ ਹੰਜੂ,DESI TADKA,24,408011,11305,256,591
yqb3sBkpBJE,18.02.01,Anchor Pradeep Caught in Drunk and Drive at Banjara Hills | Hyderabad | ABN Telugu,ABN Telugu,25,46378,56,23,0
UQSLTy6m3uE,18.30.05,आम्रपाली और निरहू की सबसे बड़ी फिल्म | HD 2018 | Bhojpuri Superhit Film 2018 |,Wave Music - Bhojpuri Movies,1,495417,973,477,121
zDz9s2AOTVE,18.05.01,"Brock Lesnar steps into the fire with Kane: Raw, Jan. 1, 2018",WWE,17,4837982,62706,3745,6127
rx5dx6HxBgg,17.14.11,ಬಿಗ್ ಬಾಸ್ ಅಶಿತಾ ಮೊದಲ ನಿಶ್ಚಿತಾರ್ಥ ಮುರಿದುಬಿದ್ದ ಕಥೆ| Bigg Boss contestant Ashita shared her story,CINEMA LOKA,24,34206,24,44,21
7OcjwJOWNRc,17.26.11,வாணி ராணி - VAANI RANI -  Episode 1427 - 25/11/2017,RadaanMedia,24,259373,1337,301,201
oCoEN8frx7U,18.28.04,Desi Janta in Indian Weddings - | Lalit Shokeen Films |,LShokeen Films,24,1463895,69535,2232,4210
5MjIk6reuqE,18.05.05,Naa Peru Surya USA Premier Show Audience Response,Cinemapicha,24,143512,1824,515,530
kveP3JnIwuU,18.23.02,బయటపడ్డ సంచలన నిజాలు|Unknown Facts About Top Comedian Gundu Hanumantha Rao Son Adithya,Filmy Poster,24,166206,1001,97,110
yFp2jZFVv5c,18.08.02,Sai Dharam Tej Shocking Behavior With Anchor | Intelligent Movie Interview | NewsQube,NewsQube,24,400057,1608,793,133
wzzy41KWeXA,18.22.05,I Bought 5 Outfits That Sonam Kapoor Wore | Best Haul Ever? | Shreya Jain,Shreya Jain,26,84554,3571,434,739
DT3n9F_IhbQ,17.12.12,Shrimad Bhagwat Katha || Day - 5 || MUMBAI || 6-13 December 2017,Shri Devkinandan Thakur Ji,22,47596,3741,138,141
MEmfXG7AoJI,17.11.12,புகைப்படக் கலைஞர்களை ஆவேசமாக திட்டிய ஜெயம் ரவி,Polimer News,25,179069,1484,353,224
0ktXUQCI07U,17.20.12,19 December 2017-The Hindu Editorial News Paper Analysis- [UPSC/SSC/IBPS] Current affairs HD,Study IQ education,27,51971,2674,51,383
hzdyJtjyIo8,18.07.04,gf રાખવી કે નઈ || Dhaval domadiya,Dhaval Domadiya,24,433711,9238,566,800
I4PzRRZ_8B0,18.16.05,Mogalirekulu | 15th May 2018 | Gemini TV,Gemini TV,24,106511,1156,46,154
FsQvINUjEus,18.03.05,Enga Kula Thangam - Video Song | Thala Geetham | Billa Pandi | R.K.Suresh | Ilayavan | Mahalingam,Saregama Tamil,10,430019,25608,2438,1680
V6-3qb8ejbo,18.24.01,పెళ్లి పీటలెక్కబోతున్న ఆమ్రపాలి | Warangal Collector Amrapali Marriage Fixed | ABN Telugu,ABN Telugu,25,310699,1295,206,0
aoW_dXeiPi0,18.29.04,Chappu Sharma Needs Pampering - The Kapil Sharma Show,SET India,24,400267,2680,273,198
knaCsR6dr58,17.18.12,Agnyaathavaasi Official Teaser | Pawan Kalyan | Trivikram | Anirudh,Haarika & Hassine Creations,24,7974053,451509,45750,34620
bYP_6IOPv88,18.29.05,When You Have The Same Crush | feat. Rochelle Rao | Chotu | Rickshawali,Rickshawali,24,331133,7189,1890,1104
BrNEsH-cl9c,18.14.01,13 जनवरी लोहड़ी बड़ा शनिवार बस एक माचिस इतना आयेगा पैसा की संभाल नही पाओगे,Magical Nuskhe,26,47468,464,78,19
5yfvTsLUazQ,18.11.05,Ravi Teja Funny Speech @NelaTicket Audio Launch || Pawan Kalyan  || Ravi Teja,Shreyas Media,24,156340,2513,81,134
bF_naHpa-T4,18.06.06,RIP LIL TAY,PewDiePie,24,5021728,370036,5908,49744
Yo2xGjYCYjU,18.24.02,Foreigner Vs Indian | Harsh Beniwal,Harsh Beniwal,23,4489380,357368,8412,23126
fTvelC4ZZds,18.07.02,Types Of Fake People | Faketionary | Shut The Fake Up,Jordindian,23,810144,41565,934,3469
4pT2DLQXxH4,18.25.04,"Lagira Zhala Jee - लागिरं झालं जी - Episode 310  - April 23, 2018 - Webisode",zeemarathi,24,279768,964,157,19
W22hnV81Zys,18.22.03,Mustachers (Full Video) | Kulbir Jhinjer | Vehli Janta Records | Latest Songs 2018,VehliJantaRecords,10,1690964,57873,1308,2771
7Nv1KoqM6vc,17.08.12,Kate McKinnon Shows Off Her Gal Gadot Impression,The Tonight Show Starring Jimmy Fallon,23,2489141,26177,1253,1820
Ik9JXtQDqmU,17.16.11,"Hardik Patel CD video, संबित पात्रा ने सीडी कांड का किया जबरदस्त विश्लेषण",Modi again in 2019,2,295165,1398,509,582
MFWF9dU5Zc0,17.24.12,OCEAN'S 8 - Official 1st Trailer,Warner Bros. Pictures,24,8368152,87366,43944,29060
Ic819_p_2Wk,18.04.05,ScoopWhoop: College Seniors Give Advice To Freshers,ScoopWhoop,24,100098,4060,225,202
P-sUQhpe3gU,18.21.01,அறுவா வச்சுகிட்டு நிப்போம்... Seeman Slams H. Raja | Aandal Issuse | BJP Against Vairamuthu,Nakkheeran TV,25,130422,2519,312,590
aquJ2q21KXg,17.15.12,Hina Khan SHOUTS On Shilpa Shinde For BAD COOKING | Bigg Boss 11 14th December 2017 Episode Update,TellyMasala,25,116576,898,112,1495
RK55qmGluHc,18.29.03,punjabi singer gurwinder brar wife sehjotpreet must watch and share,R TV,25,29543,81,19,18
lICK0hSNAuA,17.06.12,"WHAT HAPPENS IN BOYS' GROUP CHAT | RishhSome, Harshdeep Ahuja & Jaigo Gill",Rishhsome,23,637291,31917,2354,1692
yHRlVjx3tGk,18.08.06,Dhee 10 | 6th June 2018 | Full Episode | ETV Telugu,ETV Dhee,24,3473454,17494,3379,3737
Cxqmu-EOdaQ,18.03.03,"Hyper (Eedo Rakam Aado Rakam) 2018 New Released Full Hindi Movie | Vishnu Manchu, Sonarika Bhadoria",Goldmines Telefilms,1,2638490,33874,2328,3737
5YIThlVcjbU,18.15.04,"Aravindante Athidhikal Trailer | Sreenivasan, Vineeth Sreenivasan | Shaan Rahman | M Mohanan | HD",Muzik247,10,148141,4366,51,247
I4Wkxdy2Kr0,18.27.01,मुरैना में सपना का ऐसा डांस कभी नहीं देखा होगा | पब्लिक में हंगामा हो गया | Full Murena Compitition,Sonotek Haryanvi,10,1123909,4925,1182,480
QlMJlp2cFtw,18.05.02,Oru Nalla Naal Paathu Solren Review - ONNPS - Vijay Sethupathy - Tamil Talkies,Tamil Talkies,24,475858,6954,7149,1765
LmYWMB-u73M,18.26.05,Dil (1990) (HD) - Aamir Khan | Madhuri Dixit | Anupam Kher - Hit Bollywood Romantic Movie,Shemaroo,24,430553,1764,451,184
z3i9N0aTrM4,18.17.01,Bigg Boss 11: तो इस वजह से Show के Finale में नहीं Invite हुए ये Commoners,Inside News,24,113696,259,173,53
nLSaCFlXn-g,17.23.12,Hichki | Official Trailer | Rani Mukerji | Releasing 23rd Feb 2018,YRF,1,10096111,171460,4899,7675
u4jyLpmIdqw,18.22.05,Race 3 | Don't Trust Anything | BTS | Salman Khan | Remo Dsouza,Salman Khan Films,24,2782697,43970,5319,2215
qltI2sQolvk,17.04.12,"Lagira Zhala Jee - लगिरा झला जी - Episode 190  - December 4, 2017 - Preview",zeemarathi,24,39386,124,4,3
kiuVtSg4DS8,18.06.05,"Dhaari Choodu Full Video Song - Krishnarjuna Yuddham Video songs | Nani, Anupama, Rukshar",Lahari Music | T-Series,10,674587,15366,578,649
GWWHI7SE0KQ,18.02.05,"Rangamma Mangamma Full Video Song - Rangasthalam Video Songs | Ram Charan, Samantha",Lahari Music | T-Series,10,3504094,65306,2897,2520
KdRPiY2KE8w,18.21.05,BHAI BHAI || HUNNY SHARMA ||,HUNNY SHARMA,23,509722,39738,985,2396
4ZAf_7nZHII,18.12.03,Guruvaram Song Promo | KIRRAK PARTY | Nikhil | Samyuktha | Simran Pareenja,AK Entertainments,1,337491,9166,281,381
_JVghQCWnRI,18.08.01,"Choosi Chudangane Full  Video Song ( Edited Version)  || Chalo Movie || Naga Shaurya, Rashmika",Aditya Music,10,250607,5020,167,238
aQy6y5r_9MU,18.28.01,One night in Delhi - Republic Day Special | Lalit Shokeen Films |,LShokeen Films,24,687756,58836,722,3850
Yy2b1ePtnDo,18.12.01,6 GOLIYAN - Full Video 2018 | Janta Toor | DJ FLOW | Sachin Rishi|New Punjabi Song 2018 | VS Records,VS RECORDS,10,333074,5368,139,376
vwqtrTR75u4,17.31.12,ముక్కొటి ఏకాదశి 3 కోట్లమంది దేవతలతో విష్ణువు మీఇంటికి రావాలంటే ఈ నామం వినండి..! Vishnu Sahasranamam,Natural HealthCare,26,177636,989,165,74
hnYkKkYqsXs,18.30.01,"IPL 11 नीलामी DAY 1: गेल, मलिंगा जैसे कई नाम नहीं बिके....खुद ही कर लिया सत्यानाश",FLAME MEDIA,22,414000,2031,477,229
IcICF3fOkKY,18.04.02,APNE NEIGHBOURS!! || Hyderabad Diaries,Hyderabad Diaries,24,87028,5405,209,422
abqavYCnXiw,18.02.04,It Happened In Hong Kong | Episode 3 | Hindi Digital Show | Aahana Kumra | Amol Parashar | Viu India,Viu India,24,399545,5086,220,520
c8vWK1lpMZg,18.24.03,10 Simpsons(Illuminati) ASSUMPTIONS THAT CAME TRUE! (Hindi Urdu),The Baigan Vines Extras,24,32580,4319,64,704
Oidtf4Ev8cQ,18.30.03,Sivaji Raja Fires On MlcRajendra Prasad|Sivaji Raja Speech On Telugu Channelrepresentative Bad Words,Friday Poster,24,165959,1405,135,202
0cfCOYT9sd0,18.26.01,आ गया 2018 का सपना ने फ़िल्टर पाड़ डांस | सपना ने किया जबरदस्त डांस तिकोनी नोएडा में | Maina Haryanvi,Haryanvi Maina,24,976167,4854,1061,508
xUcgGE09kdo,18.10.06,Seetha | Flowers | Ep# 361,Flowers TV,24,590961,2741,524,2146
vdHFa7HsGW8,17.06.12,చిత్తూరు :  తొలి రాత్రి భార్య ఫై దాడి చేసిన శాడిస్ట్ -  TV9 NOW,TV9 NOW,24,388832,550,240,287
Ubpo4xjXW0Y,18.08.01,What Happens Inside The Bedroom of Gazal Srinivas | Booked Red Handed with Video Proofs,Telugu Boxoffice TV,24,335858,248,213,39
Zy5YzW1-p14,18.09.05,"Jodi Hakki - Episode 314 - May 07, 2018 - Best Scene",zeekannada,24,42364,160,24,8
M8mCjRbCPIo,18.04.05,"Ghajinikanth Official Trailer | Arya, Sayyeshaa | Balamurali Balu | Santhosh P Jayakumar",Think Music India,1,1888240,37018,3884,1646
5CFZZHF-zjA,18.23.03,Elon Musk | सदी का सबसे क्रांतिकारी आदमी | Case Study | Dr Vivek Bindra,Dr. Vivek Bindra: Motivational Speaker,27,708831,43405,834,6765
R7JsP-xj0d8,17.23.11,History of Rani Padmavati - रानी पदमावती का इतिहास जानिए - by Dr Mahipal Singh Rathore,Study IQ education,27,42725,2869,60,498
hIkn0ecQPxI,17.23.11,Aishwarya Rai CRIES & Lashes Out As Paparazzi Harass Daughter Aradhya Bachchan Full Video,BiscootTV,24,719515,1661,695,650
SXC_w2_PU3A,18.02.06,Kaal Kattu | S2 | E9 | Tamil Web Series | Black Pasanga | By Vetri,black pasanga,24,66819,1913,125,239
CEXva7G-7r4,18.31.01,జనవరి 31 గ్రహణం రోజు ఈ ఒక్క రాశి వారు చనిపోయే అవకాశం.. ఆరోజు ఎట్టి పరిస్తితుల్లోనూ బయటకి రావొద్దు..,We support you,22,1077477,0,0,0
7xevEVJrVBc,18.23.01,വിവാഹവേദിയില്‍ നടി ഭാവന തന്റെ സുഹൃത്തുക്കളുമായി സന്തോഷം പങ്കിടുന്നു,Machane Polichu,24,72407,100,22,8
VS6L_gDpXcM,18.28.05,KABHI KHUSHI KABHI GUM - | Elvish Yadav |,Elvish yadav,23,1245097,133808,4162,13136
oucv9fd1hbM,18.16.05,THIRD UMPIRE | RishhSome,Rishhsome,23,256993,22494,1513,1599
YpkJO_GrCo0,18.23.02,"Laung Laachi Title Song  Mannat Noor | Ammy Virk, Neeru Bajwa,Amberdeep | Latest Punjabi Movie 2018",T-Series Apna Punjab,10,1056426,22257,506,1105
lmh7oScnK14,18.25.01,Bro Code | The Screen Patti 1 Million Special,The Screen Patti,24,794167,57211,582,2079
NyYL_Wa-gP8,18.26.01,"Jodi Hakki - Episode 242  - January 25, 2018 - Preview",zeekannada,24,40570,153,15,2
mDeShcHavpY,18.17.01,Kathi Vs PK || Hero Kadambari Kiran Kumar's request to Kathi Mahesh - TV9 Now,TV9 NOW,24,61086,314,646,457
yj_8DAuWbLo,18.10.02,Mudke Mat Dekhna - Part 2,AVRprankTV,24,1405663,78746,3662,4479
wtKBAiRyre4,17.17.12,Jagan Salary For Bigg Boss Kannada 5,Sandalwood Studios,22,85789,183,113,103
aemnUmMoPfM,17.29.12,Jatt Diyaan Laavan (Full Song) | Gurmeet Singh | Veet Baljit | Latest Punjabi Songs 2017,T-Series Apna Punjab,10,1038866,7365,310,170
0B7athiVJBA,18.29.01,Official Trailer: Hate Story IV | Urvashi Rautela | Vivan B | Karan Wahi | Vishal Pandya | T-Series,T-Series,10,16482187,165251,19034,12967
ZpyXA_-nK0I,18.15.04,Nandini | 13th Apr 2018 | SunTV,SunTV Tamil,22,167403,792,99,108
frAZ4UT7moE,18.20.01,Kashinath Died Issue: Hatrick Hero Shivarajkumar React On Media At Bengaluru.,Btv Kannada Ɩ ಬಿಟಿವಿ ಕನ್ನಡ,25,114019,404,54,46
